content,tstamp,matching_terms,category
pyrobooter reseller account 700 dedis take down runescape i'm selling a reseller account for pyrobooter it has 25 logins sell $x each x what ever you want price $32,2010-12-16 03:28:00+00:00,['booter'],supply
make $300 a day with sips voip botnet scanner hi i'm selling our sip scanner cracker for botnets 1 basically what it does is it scans and cracks sip accounts on your botnets rats like 100 or 1000's of users constantly scanning for sip accounts no need to input ips manually this scanner automatically scan ip range and after its done with 210 12 it goes to 210 13 it never stops 2 the results are logged in your mysql database 3 you use the sip accounts to call premium line numbers like 900 numbers and make daily income $$$ the reason why i sell this method is because a friends of me needs extra money to get out of debt for his family i will provide you proof of my software what you will receive is an exe to spread to your botnet customized to your own server for reporting you will never get complaints that your server is hacking sip accounts like other standard scanners yahoo id thesippros yahoo com img http www fortuneplacecasino com sip1 jpg img img http www fortuneplacecasino com sip2 jpg img,2010-12-16 06:33:00+00:00,['botnet'],supply
need someone that uses a language that supports threading i need somebody to port my php script to some other language that supports threading and of course you'll need to add threading i'm not too picky its only for personal use it isn't a huge script either i cannot currently pay you i can pay you later or i can give you access to twbooter web which is being released shortly after i get this script finished pm me,2010-12-17 04:13:00+00:00,['booter'],demand
fud crypting i need to crypt my ddoser server exe fud or at least 2 16 i can pay via ap only,2010-12-17 07:40:00+00:00,"['ddoser', 'doser', 'ddos']",demand
my shell booter scource code for 1month hello i am selling my scource code to my booter for a 3month or 1600 microsoft points because point being my account got banned and my paypal is limited but if you have paypal i will still accept but please ill even go for 1 month of xbox live for my scource code now heres proof img http i54 censored com a9wcbt png img img http i54 censored com 30078yd png img img http i56 censored com 1otys1 png img img http i55 censored com 4n9fm png img i do except paypal but i prefer xbox live since my paypal is limited just to reenstate that fact ok guys,2010-12-18 02:39:00+00:00,['booter'],supply
selling dedi shells i am selling dedi shells for ddosing i have like 25 so start biding at $10,2010-12-18 03:21:00+00:00,"['ddosing', 'ddos']",supply
selling scource code for booter hello this is a booter i made i am selling the scource code the booter is already set to be resold all you need is a better gui or gfx for the scource code i am only charging for a 1 month of xbox live since my paypal account is limited if your not intrested for 1 month of xbox live i can put you on my netflix for 2 months or i can sell you a scource code for a fud crypter b img http i54 censored com a9wcbt png img img http i54 censored com 30078yd png img img http i56 censored com 1otys1 png img img http i55 censored com 4n9fm png img i do except paypal but i prefer xbox live since my paypal is limited just to reenstate that fact ok guys,2010-12-18 03:32:00+00:00,['booter'],supply
search use botnet hello i search user botnet for buy id msn carders93 live fr,2010-12-18 06:07:00+00:00,['botnet'],demand
fud crypting ddoser 4 2 i need fud crypting of my ddoser's server 4 2 version it should stay at least 2 weeks fud i will use server carefuly and preferably crypter should be coded in c thing im ready to pay up to 3$ for it or even more if is needed,2010-12-18 09:18:00+00:00,"['ddoser', 'doser', 'ddos']",demand
70 shells $5 00 usd strong post shells get shells i am currently selling 70 random shells for $5 00 usd there are a couple of dedicated shells with dedicated internet protocol addresses too hit me up if you are interested you can probably create your own booter after purchasing from me the starting bid is $5 00 usd i am only selling to 1 buyer img http img837 imageshack us img837 6353 28026777 jpg img thanks decorum,2010-12-19 01:45:00+00:00,['booter'],supply
cheap monthly vpn spots offshore cheap i am selling offshore vpn spots this vpn is located in the netherlands and is not 100 ddos protected it takes about 300 bots to hit it offline 1 month access $6 50 paypal if you want to purchase please pm me with your msn or aim or you can post below,2010-12-19 06:52:00+00:00,['ddos'],supply
atomic booter login 8$ atomic booter login 8$ if u need proof i can get a picture soon my aim is jordan88 games com other than that ya 8$ is pretty cheap i accept pp only i am letting people also offer 4 it p,2010-12-19 10:49:00+00:00,['booter'],supply
atomic booter login 8$ lolol they are selling $5 lifetime,2010-12-19 10:49:00+00:00,['booter'],supply
trusted vps irc botnet setup $5 no 1024 limit i am setting up peoples' irc botnets on their vps i have done this in the past and got quite the name for it i only know how to do it with ubuntu but if you have a different os on your vps i can figure it out what you will need a vps preferably with ubuntu installed ssh access sftp access what i will do install an ircd mod of your choice default fatalzircd remove the 1024 connection limit on your machine show you how to configure the essentials in unrealircd conf only $5 a piece if you are interested reply here or send me a pm payment methods paypal libertyreserve vouches spoiler,2010-12-19 11:43:00+00:00,['botnet'],supply
ddoser latest buying the latest ddoser portal cheap pm me your msn,2010-12-20 04:12:00+00:00,"['ddoser', 'doser', 'ddos']",demand
new emails for sale im selling the emails below thebooter hotmail co uk nipple live co uk ratted live co uk ore live co uk rest live co uk sextape live co uk leave an offer of the email price my msn if you need to talk hy5 live co uk thanks ip,2010-12-20 04:57:00+00:00,['booter'],supply
dark ddoser portal for sale $8 well when you get $8 pp pm me,2010-12-20 05:25:00+00:00,"['ddoser', 'doser', 'ddos']",supply
i'm looking to buy a good shell booter add me on msn sharkitzback live it and show me your shellbooter thanks,2010-12-20 08:42:00+00:00,['booter'],demand
ddoser portal for sale $10 hello hack forums over a year ago i purchased this ddoser account from a member of this community and i no longer have any need for the portal anymore visit ddoser info to learn more about this program and you can pm me valid questions concerning this account proof of ownership spoiler img http img262 imageshack us img262 3642 ddoser1 png img i can provide team viewer for those who demand the most proof contact info i prefer to do business over hack forum's private messaging system note i will go first to uber members that have reputation in the market this account does not have original email access i do not have access to the email i have every right to decline you if i cannot trust you paypal only,2010-12-20 09:02:00+00:00,"['ddoser', 'doser', 'ddos']",supply
ddoser 4 2 still open so ill sell my portal login info for a runescape 3 month pin or hf 1337 hoping to trade with a trusted member normal members must trade first 1337 and uber must be trusted edit still waiting on an offer,2010-12-20 09:16:00+00:00,"['ddoser', 'doser', 'ddos']",supply
buying a botnet i am looking to buy a irc botnet saver spot pm whit info,2010-12-20 10:07:00+00:00,['botnet'],demand
sentry for sale protect your irc server now ok guys to cut a long story short its a sentry that sits in the channel server on irc of your choice if some random joins and tries to commands botnets ect the sentry depending on what you set it to will either kick ban zline or kill now click the spoilers to see a few things it does spoiler 09 56 05 jordan help 09 56 05 sentry op gives o to specified user ex op nick 09 56 05 sentry deop removes o from specified user ex deop nick 09 56 05 sentry join joins a specified channel ex join chan 09 56 05 sentry part parts a specified channel ex part chan 09 56 05 sentry kick kicks the speicifed user ex k nick 09 56 05 sentry k line k lines kill line the specified user ex k line nick 09 56 05 sentry sentry enables disables me when enabled i protect your bots ex sentry on off 09 56 05 sentry autojoin enables disables autorejoin for channels i am assigned to ex autojoin on off 09 56 06 sentry info gives info about me 09 56 06 sentry v displays version info 09 56 06 sentry gtfo get the fuck out die 09 56 06 sentry restart restarts sentry 09 56 06 sentry help displays this 09 56 06 sentry status displays my operating status 09 56 06 sentry stats displays tracked statistics 09 56 06 sentry punishment changes the punishment for trespassers ex punishment kick kill zline contact me on aim if you would llike 1 of these for your server aim iiamjonezy,2010-12-21 09:57:00+00:00,['botnet'],supply
want to buy source code for program any program as long as it's interesting any language must have some function that is useful ie crypters ddos crackers etc paying up to $1000 message here with contact details,2010-12-22 07:54:00+00:00,['ddos'],demand
buying crypt you fud my server ddoser 4 2 ill give you 50 installs msn aim live ca,2010-12-23 03:23:00+00:00,"['ddoser', 'doser', 'ddos']",demand
wtb pro ddos services still looking for some more people to show their pro skills,2010-12-23 03:36:00+00:00,['ddos'],demand
looking to buy offshore windows vps preferably in russia if not russia then other offshores are ok as well need at least 80 100gb of diskspace and with the allowance to make irc http botnet i can pay through paypal,2010-12-23 05:38:00+00:00,['botnet'],demand
buying offshore windows vps i need to buy an offshore windows vps preferably but not necessarily in russia i need it to make a botnet,2010-12-23 10:34:00+00:00,['botnet'],demand
psychotiic booter 43 get and 24 post shells new and cheap img http pybooter cz cc hub php img how to buy send payment via palpal gift only to and then email me at ohdaddie hotmail com with username and password i will get back to within 24hrs $5 lifetime and $2 monthly shells updated daily hits sites offline and xbl xbl takes on 10 15 secs updates for lifetime users 120 sec boot stress time offshore hosting europe web based can boot anywhere terms of service attack time is 120 seconds due not abuse this limit by repeatedly hitting the same ip do not attack the same ip multiple time rapidly this will result in account suspension with refund account suspensions will not be overturned no matter the situation once a decision is made its final anything you do with the booter i am not responsible for and if questioned all of your information will be turn over t proper authorities credits credits for booter p r o d i g y credits for setup pklocus pkbooter i no this post needs work but i need to sell so i can upgrade to l33t,2010-12-23 11:52:00+00:00,['booter'],demand
looking for powerfull booter source msn website exe hello all hf i looking for best booter source here i gonna buy if have a good one just post thread link or screen print price what it can do i need a powerfull one for can down any firewall i still need buy shells what ever no problem about money mocly hotmail no msn,2010-12-24 05:35:00+00:00,['booter'],demand
selling ddoser 4 2 login 15$ only selling ddoser 4 2 login for only 15$ pm me it you dont know what ddoser is its a bot client with a builder,2010-12-24 08:26:00+00:00,"['ddoser', 'doser', 'ddos']",supply
atomic booter login selling my login $15 right now aim berserk forsale also $20 msn berserkbrah live com,2010-12-26 01:20:00+00:00,['booter'],supply
shadyshosting is this hosting good because i'm planning to buy vps there for my booter so i can have two vps and if 1 goes down i got another vps,2010-12-27 05:50:00+00:00,['booter'],demand
kickass sales thread well i'm officialy a partner with markdapimp he own's 'atomic booter' anywho i need a kickass sales thread i'm willing to pay up to $5 for one post on this thread and pm me for details of the booter milkyway,2010-12-27 07:10:00+00:00,['booter'],demand
got £90 what shall i do so ive got 90 gbp left over so what shall i spend it on didnt have any ides my self so i thought i would ask you guys i dont really want to buy anything such as rats or booters,2010-12-27 10:13:00+00:00,['booter'],demand
shell booter owners those shellbooter owners using progidy's web source and just adding in public shells and selling $5 a piece note your shellbooter will die in a few weeks your useless skid garbage and it has a few exploit's within the source you just care about money those booter's that are $15 are the real ones that are going to stay up booter's that have been up and will stay up for along time tw booter team boot atomic booter xenon booter blackshades booter time out the rest dont buy example really fuck you,2010-12-28 03:21:00+00:00,['booter'],supply
da ub3r failed scam well hopefuly i didnt lose more than few minutes of my time kid tried to scam me for $20 lmao i was buying shells and he offered me 500 shells for $20 i asked for demo but first he decelined then he sent me some googled host booters lol i asked for real shells demo then he sent me this link removed and he was like here is complete list send me money now check it yourself nothing works hahaha ban that poor fat twat,2010-12-28 12:19:00+00:00,['booter'],demand
buying bots 100 need asap also buying fud crypt you crypt first then send bots for ddoser 3 4 paying 15$ seller must have some greenapples tho,2010-12-29 03:43:00+00:00,"['ddoser', 'doser', 'ddos']",demand
selling the best of the best xr host booter cheap msn montraylol hotmail com add me and legit seller,2010-12-29 04:25:00+00:00,['booter'],supply
pm me i will buy a shellbooter or a booter with bots for 20 pm please i will buy tonight probably,2010-12-29 05:06:00+00:00,['booter'],demand
free hydrode free hosting trial 1 month ddos protected limited offer at hydrode we want to show you how good we actually are we are giving you one month free sign up check out our speeds check our support you will like it we are basically giving you free hosting worth $9 99 so it costs you nothing to sign up so sign up today at url http www hydrode com www hydrode com url we hope to see you soon we will give all free customers our full support via livechat and ticket thanks,2010-12-29 07:57:00+00:00,['ddos'],supply
buying legit shells or host booter legit program and seller im looking for fast respond,2010-12-29 10:08:00+00:00,['booter'],demand
buying legit shells or host booter legit program and seller im looking for fast respond,2010-12-29 10:09:00+00:00,['booter'],demand
selling time out booter login selling time outs booter login for 20$ pm me,2010-12-30 02:59:00+00:00,['booter'],supply
ddoser 4 2 what to do i ordered ddoser 4 2 host booter and avangate held my payment and idk what to do if anybody knows how to get the booter or my money back please post,2010-12-30 03:18:00+00:00,"['ddoser', 'doser', 'ddos', 'booter']",demand
looking to buy a good booter login the longer i can keep sites down with it the better i can only pay in the form of a £15 amazon voucher,2010-12-30 05:06:00+00:00,['booter'],demand
lulboot for sale 20$ for lifetime 700 dedi shells more shells everyday img http gyazo com d1364c8ff030a67381c5b37b47ee185f png img hello hf i am now selling access to my hard hitting web booter lulboot is a new web booter so unfortunately at the time i don't have any video's im sure i can get a customer to make one if you are a buyer and can make one i will give you 50 off here are some pictures of gui pictures here are on an admin account non admins will not have add shell and admin cp img http gyazo com ba34bc8dca39511b39f99098e2bf7f44 png img pretty basic a little bit about the booter around 5 12 seconds too take of an xbox live connection and about 10 15 for a home connection i have taken a few smaller sites down but by every customer more shells more power how to pay first off i said above it is 20$ for lifetime and that is true price is higher due to amount of shells and the power and so i don't get skids misusing here's how you pay go to and there will be a paypal button use that link to pay put your username in the paypal notes img http gyazo com 356b77af0eb50d91553e974ac1a107d0 png img then as you can see in the above picture it says at the bottom in the table register when you have paid click that and register use the same username you put in the notes of paypal when purchasing this booter once i have checked the paypal and checked in database for your name you will be activated if you are not activated within 24 hours please contact me msn haydog2 hotmail com aim ttghaydensaim both of those you can contact me for activation and any bugs or glitches or anything you need tehhayden lulboot owner,2010-12-30 06:16:00+00:00,['booter'],supply
can someone crypt my bot just wondering if anyone can crypt my ddoser bot thanks willing to pay btw,2010-12-30 12:10:00+00:00,"['ddoser', 'doser', 'ddos']",demand
host booter irc spots for really cheap comes with free setup hey guys my friend has an irc host booter spots for real cheap only $15 its also vpn secured also also selling brenker bots fpr 10 cents pm if interested and other things if anyone still unterested let me know,2010-12-31 03:49:00+00:00,['booter'],supply
buy bots domain £££££ im looking for a little botnet 100 200 bots with the domain will pay upto £30 desperate thank you prvt msg me if you can help,2011-01-01 03:30:00+00:00,['botnet'],demand
selling atomic booter login selling for $8 post here or pm me if your trusted i'll go first approved by mark,2011-01-01 07:36:00+00:00,['booter'],supply
buying private web booter source $28 75 hey guys i am using prodigy's public source and i was thinking about buying the license from him so i could sell my booter on hf but i have just realized that nearly every booter here is using his source anyone have a private web booter source that i could buy for $28 75 paypal i know its not much but hopefully i could get something,2011-01-02 06:08:00+00:00,['booter'],demand
$10 selling dark ddoser license $10 $10 for a dark ddoser license i can help you set it up aswell msn noreply07 live ca or pm me,2011-01-03 03:42:00+00:00,"['ddoser', 'doser', 'ddos']",supply
buying a crypter well its simple i'm buying a crypter i want a good respectable one that works with xr booter if you refer me to the one that i end up buying i'll give you $1,2011-01-03 04:14:00+00:00,['booter'],demand
buying a botnet you have aim or msn well negotiate,2011-01-04 01:49:00+00:00,['botnet'],demand
looking to to pay for someones help on a precoded shellbooter i would like to pay someone that can help me edit a precoded shellbooter that i would buy from them i'd like to add my name and some different colors an dmy own gfx to it if you can help message me paypal only,2011-01-05 02:39:00+00:00,['booter'],demand
stealth booter online booter 300 shells online now hey everyone to start off i am not the owner of this booter i am just helping them out it is one of the best booters out there hands down includes udp flood shell rotation host ip converter ip grabber logger port scanner geolocation ip address tracking recent attacks log live chat system friends list enemy list quick enemy selection quick port selection free updates private shells 120 second boot time boot from cell phones ipods ipads psps etc user friendly interface web proxy unlimited support see contact us below no hwid lock no port forwarding no spreading ready to boot on purchase in development standard accounts premium accounts http flood user shell addition screenshot spoiler img http stealthbooter com images marketing screenshots boot png img prices 25$ for lifetime 5$ monthly msg me for more info on how to purchase or whatever u like to know msn ilebboss hotmail com aim ilebboss thanks guys,2011-01-05 04:10:00+00:00,['booter'],supply
i need a web booter a powerful one i wanna buy access to some powerful preferably web booter i need to be able to hit some big sites offline i would also want the booter to be semi private as in its not a public booter that 200 people use,2011-01-05 04:48:00+00:00,['booter'],demand
8$ selling atomic booter login as the title says pm me,2011-01-05 07:42:00+00:00,['booter'],supply
ddos service everyone happy new year being a client not so long ago i came across some good and professional people who done really good service where noone else could for me and agreed to be my partners in this type of business now i can offer ddos service pretty much on any website or ip prices are $15 hour or $100 day per ip http udp icmp syn and others attacks there are also other services available for more details and requests pls pm me payment accepted on web money atm but soon liberty will be available too 5 to 10 min of test is free of charge for more detailed information pls pm me for msn details 100 service guaranty,2011-01-05 10:12:00+00:00,['ddos'],supply
ddoser 4 2 payment about to buy ddoser 4 2 on the avangate payment website it asks you to fill out certain fields do these have to match the paypal details as i don't want the paypal email used as the booter email for password recovery etc might be in wrong section my bad,2011-01-06 04:22:00+00:00,"['ddoser', 'doser', 'ddos', 'booter']",demand
dark ddoser 6$ i really want this money to buy membership in a game private message me or post,2011-01-06 05:05:00+00:00,"['ddoser', 'doser', 'ddos']",demand
buying non dependent fud crypt i am buying a non dependent fud crypt it is for my ddoser 4 2 bot,2011-01-06 05:52:00+00:00,"['ddoser', 'doser', 'ddos']",demand
proof premium ddos service cheap premium ddos service info this service uses a premium shell booter along with a 1 5k botnet and a 5gb nix to issue the attacks prices paypal only 10 minutes $1 00 1 hour $10 00 2 hours $15 00 5 hours $25 00 1 day $50 00 if you require a longer time please give details in the client form proof spoiler nix img http gyazo com 98a519c27d1d2cb22409b5dd967fa81a png img botnet img http 208 98 42 102 net png img client form website or ip number of hours fill in the above form and pm it to me i will reply with my paypal email i will go first if your a trusted or known member,2011-01-06 07:19:00+00:00,"['botnet', 'ddos', 'booter']",supply
codedom stealth crypter v4 1 ap pp usg lots of extras very cheap img http img43 imageshack us img43 1917 stealthbackround png img img http img709 imageshack us img709 6461 71579283 png img img http img259 imageshack us img259 8968 descriptionr png img coded in vb net dependencies framework 2 0 works on windows xp vista 7 32 64bit encryption rijndael runpe private version works with blackshades support included cybergate support included darkcomet support included spy net support included cerberus support included istealer 6 0 support not included istealer 6 3 support not included xr support not included ddoser support not included special thanks to kobac credits aeonhack functions codedom based crypter efficient and undetected usg unique stub generator different file on each crypt low medium high randomisation make your server difficult to understand junk meter add custom amounts of junk custom assembly change put desired assembly for your server process injection default custom inject into a custom process or into the default one rijndael encryption powerful encryption method that keeps your data safe custom encryption key salt input or you can use generators to generate random strings multi file binder bind unlimited amounts of files with your server all extensions supported custom install name choose the install name which would be the name of your executed server install function to application data or system folder install your server deep hidden from pc owner start up function server will be executed upon every startup of slaves pc hide file hides the server upon its execution kill functions task manager registry tools command prompt windows firewall it will disable those functions giving the user no permission to start them spread function usb p2p msn lan zip this function will try to spread your server forward to other computers using some of the methods listed multi file downloader download unlimited file number to your slaves pc cure if you got infected by your server you can cure yourself by using this function multi engine online virus scanner powered by novirusthanks crypter has to offer a built in virus scanner for your needs icon changer change the output icon of your server easily with this function img http img813 imageshack us img813 570 virusscansd png img builder img http img641 imageshack us img641 6956 spynet gif img,2011-01-06 09:50:00+00:00,"['ddoser', 'doser', 'ddos']",supply
buying cheap booter buying really cheap booter all i have is 3 58$ can any one plz hook me up,2011-01-07 01:12:00+00:00,['booter'],demand
1$ paid crypting rat's paid time is up tomorrow 1hour free crypting again hi i have got a great crypter d i can crypt almost any rat the only rat i cant do is blackshades sadly maybe the next update i can rat free botnet not working atm at the moment i am not crypting botnet's djurre l33thackers nl grtz how fud is it vouches special offer till 22 00pm on 7 january free crypting after 22 00pm 50$ each crypt which is 1 month fud if not you will get free recrypts tomorrownight we have got a special offer again just 1 hour free crypting,2011-01-07 01:50:00+00:00,['botnet'],supply
sold selling a ddoser portal login no you will not get email access but it shouldnt be recovered one of the most stable hostbooters around and very cheap opening bid 10$ current bid 12$,2011-01-07 10:23:00+00:00,"['ddoser', 'doser', 'ddos', 'booter']",supply
need a shell booter need a shell booter will pay for 37$ for 2 logins,2011-01-08 03:45:00+00:00,['booter'],demand
working on new bot suggestions thread well im working on a new bot its going to be on a plug n' play type system i will be selling a base binary with the basic download update sort functions as well as custom modules that you will have the ability to purchase whenever you wish example you buy the base bot for $x without wanting the ddos module or socks5 module at the time but later on you realize you want those features all you would need to do is purchase the module off of me and use the plugin command to install it onto your bots no need for updating the bot to get new features beta picture of the bot the 0 means zero modules are loaded i then manually installed the test module and on the next join it it alerts you 1 module is loaded img http img33 imageshack us img33 113 phoenixb png img of course you will be able to check which modules are loaded onto the bot whenever you wish and sort the bots why which modules are installed so you know what to install on which bot a few specs coded in c sister process injection to keep bot running at all times still working on unsure of spreads at the moment taking suggestions current planned modules ddos module tcp udp http post layer 7 http get botkiller module socks5 module basically i'll be taking suggestions for features and modules that you would like to see im basically open to anything right now if you want to chat irc hackt org 6667 g0ne,2011-01-08 10:29:00+00:00,['ddos'],supply
i am needing to buy an online shell booter alright so i need to buy a online shell booter as the title says i know there are like 500milion threads here on hf about shell booters but i want to be linked to in your opinion the best one,2011-01-08 11:47:00+00:00,['booter'],demand
need ddoser 4 2 setup i need ddoser 4 2 setup it's not working right for me i also need you to test it for me on a vpn or one of your bots i dont care thanks i'll be willing to pay a reasonable price thanks,2011-01-09 02:15:00+00:00,"['ddoser', 'doser', 'ddos']",demand
what can i buy i have a black ops account and its mine and i also have a cd key copy its 2nd prestige and has tons of exp also dark ddoser login a great ddoser and some pretty nice ebooks,2011-01-09 02:17:00+00:00,"['ddoser', 'doser', 'ddos']",demand
will pay 37$ for shell booter willing to pay 37$ for a working shell booter,2011-01-09 03:12:00+00:00,['booter'],demand
dark ddoser login to portal $8 contact info msn ohdaddie hotmail com aim quickhalo50 there is proof that it is regsiterd to me and the proof of the bots that i will send with it if you have any other questions let me know btw im selling the lastest update i was able to download it because i am a owener of it,2011-01-09 04:06:00+00:00,"['ddoser', 'doser', 'ddos']",supply
ddoser 4 2 crypt bot i am looking to buy access to someones ddoser 4 2 this includes access to the portal and hopefully email access if you can get it changed i know some people have i also want you to be able to have access to a crypter that can make the ddoser 4 2 bot fud if you can get e mail access on the portal i will pay $15 if not for the ddoser account info fud crypt i will pay $12 please no flaming or complaining about prices,2011-01-09 04:47:00+00:00,"['ddoser', 'doser', 'ddos']",demand
need a shell booter msg me will pay the title says it all btw i need two logins,2011-01-09 04:59:00+00:00,['booter'],demand
need a shell booter program will pay i will pay up to 37$ depending on how strong and how many shells it contains,2011-01-09 05:51:00+00:00,['booter'],demand
selling booter login atomic message me i have two accounts each individually are $7 or buy both together and their $12 aim dazzleserviceshd price negotiable,2011-01-09 08:46:00+00:00,['booter'],supply
buying good shell booter hi i am buyiing a good shell booter hit me up on aim or pm me,2011-01-09 09:00:00+00:00,['booter'],demand
bytezhosting com hello and welcome to the new hosting service bytezhosting the hosting plans we have below are cheap and reliable keep in mind these will be updated upgraded as more people buy plans available bronze $0 99 monthly 1 5gb premium disk space unlimited bandwidth raid protected 100mbit lines 1 shared ip address 24 7 support ticketing cpanel silver $2 99 monthly 5gb premium disk space unlimited bandwidth raid protected 100mbit lines 1 shared ip address 24 7 support ticketing cpanel gold $5 99 monthly 50gb premium disk space unlimited bandwidth raid protected 100mbit lines 1 shared ip address 24 7 support ticketing cpanel coupon 2011 for cheaper prices the following is not allowed dos shells child porn botnets of any kind rapidleech or fast download sites if you would like to buy go note thread will be updated soon,2011-01-09 09:51:00+00:00,['botnet'],supply
best host booter hey guys i was just wondering who has the best host booter on hackforums at this time i have the money to buy i just want to know who has the best one anyone going to post booters here or what i am only asking a simple question,2011-01-09 10:32:00+00:00,['booter'],demand
looking to buy a shell booter pm me if you have a good booter,2011-01-09 10:56:00+00:00,['booter'],demand
i would like to buy a ddos shell yes i am looking to host boot just curious if anyone would be willing to sell me a booter thank you,2011-01-10 03:29:00+00:00,"['ddos', 'booter']",demand
buying atomic booter account buying atomic booter account reply here or contact me ym dotarak yahoo com,2011-01-10 04:34:00+00:00,['booter'],demand
selling shells strong dedi shells selling shells all shells are dedi shells and hit strong i've been a reseller of atomic booter because i gave mark strong shells post how many you want and your msn and ill get back at you,2011-01-10 05:11:00+00:00,['booter'],supply
buying booter looking to buy a booter able to knock xboxlive home connections and sites must be paypal and have xbl boot instructions to grab ips,2011-01-10 05:26:00+00:00,['booter'],demand
buying month access to someones irc i need a 1month access to someones irc so i could ddos and other stuff mostly ddos please post or pm me,2011-01-10 05:41:00+00:00,['ddos'],demand
buying shell booter i can sell $45 down payment hey guys i am an amateur hacker and am looking for someone who could code me a host booter i could sell i'm sorry but all i can supply is the gfx for the booter i'm willing to pay whoever is generous enough to code one for me $45 up front and then 15 of all sales i would like an experienced coder who will give me the rights to resell the following is what i am looking for web based with login clean fresh looking website at least 300 shells online enemies friends list fearure good domain that is what i am looking for in the ddos website i would really like to be able to sell it and make some extra money i would also like to be the admin of the site with someone to help me if you or someone you know could help me out please reach me one of the following aim ftlost msn ftlost live com thanks guys,2011-01-10 10:40:00+00:00,"['ddos', 'booter']",demand
selling booter login i am selling my login and password to a extremely reliable booter twbooter pm me and we will discuss prices if you need proof you can teamview me i am selling it because i sold my xbox and i mostly used the booter on xbox live,2011-01-10 11:36:00+00:00,['booter'],supply
news regarding twbooter sort of my laptop charge port started smoking the other day it no longer will charge i believe there's a short in it i've taken apart my laptop and will be resoldering the charge port to the motherboard hopefully it will fix the problem if not not sure what i'll do i'll still be able to access the internet from my wii so i'll still be able to pay the bill etc sorry for any inconveniences this may cause but it shouldn't cause any just keeping you updated,2011-01-11 01:43:00+00:00,['booter'],demand
i want to buy an istealer that does what i need read i want an istealer that already comes with bots and i can start receiving logs in an instant istealer should be receiving a lot of steam user pass and if you can teach me what else i can do with istealer to make money please do so contact me via msn at vsharma801 gmail com msn also seeking vpn that does not log has all ports opened if your vpn is ddos protected thats even better also seeking hosting contact me msn vsharma801 gmail com,2011-01-11 02:27:00+00:00,['ddos'],demand
selling ddos shells over 1000 i'm selling over over 1000 shell's i am selling them alll there's both public and private there might be more public then there are private i am selling them alll for $60 please keep in mind 1000 public shells 400 private shells,2011-01-11 03:04:00+00:00,['ddos'],supply
buying botnet with socks4 5 i need a botnet with only socks4 5 module and nothing else how much will it cost,2011-01-11 05:34:00+00:00,['botnet'],demand
best youtube booter hey i need buy a very good youtube bot from a legit person im here waiting ur help,2011-01-11 06:05:00+00:00,['booter'],demand
selling 2 host booter logins msg me on aim if your interested aim gbjonesy94 only accepting money over pay pal,2011-01-11 08:28:00+00:00,['booter'],supply
cheetahhost not an overnight hosting scam like 99 of others hello everyone here from cheetahhost net here to tell you about our products cheetahhost has been in the business for about a year now and we have expanded very widely whether it is shared reseller dedicated or vps we will offer you the best prices services and speed we currently are one of the safest hosts you will find with several guarantees 100 up time guarantee alright we know there may not be such a thing as 100 up time that there will always be that maintenance and such but why should we make you pay for it even if it is planned maintenance we will refund you for the time your site is offline not happy with our services we have a anytime money back guarantee you could be hosting with us for 11 months on a yearly subscription and you request your money back guess what we'll give it back to you we wont even ask questions our newest promise is called the cheetah price match guarantee basically it entails something that ive personally never seen in the hosting business where if you can find someone with better services than us for cheaper we will beat their price one of our biggest struggles is that we need more people to try our services to believe the words we are saying so we are offering a 15 day trial on all hosting whether our unleashed accounts cub accounts we will let you try them out excluding dedicated servers cheetahhosts support team has grown to become rather large too offering live support ticket support and phone support 24x7x365 we are here all the time to help you with any questions you may have you could even stop by with some coding questions and we would be glad to help you with all of employees having knowledge of coding some of the futures that come on all of our hosting accounts cpanel 11 automatic updates to get you the latest version rvsitebuilderpro build your site in 5 easy steps softaculous unlike fantastico this is updated and includes more scripts no overcrowding we set the servers up to run at optimal performance and never oversell quality product from start to finish our product will not leave you sick feeling customer care most companies are not out to care about the customers but we are we strive to make you happy ddos protection we have some of the safest servers due to our precautions to make your service safe and secure affordable rates our product will not bankrupt you we do not make you pay for our extreme desires to be rich and much much more but haven't you read enough don't you want to give us a try here are some of our packages but remember any package you like from any host we will match so these prices are just for some of our packages p cheetahhost cub package $1 99 a month 5000 mb space 10000 mb bandwidth unlimited domains unlimited emails unlimited subdomains and much much more cheetahhost unleashed package $4 95 a month 15000 mb space 75000 mb bandwidth unlimited domains unlimited emails unlimited subdomains and much much more have any more questions feel free to post here and i will be glad to assist you,2011-01-12 07:46:00+00:00,['ddos'],supply
random sales selling a hostbooter login for $25 normally $35 on the website also selling a bunch of doxes on original emails that you can reset using windowslivehelp com passwordreset aspx the original gamertag doctor's current bid is $150 make a bid finally message mr steve on aim for purchasing the gamertag hell its current bid is $300 my aim is haiocharts here is proof of doctor http censored com view php pic jso6wz s 7,2011-01-12 10:47:00+00:00,['booter'],supply
host booter for around $10 what booters are there on the market for around $10 i have xbl booter but doesnt hit that hard or should i just invest in getting into mirc,2011-01-12 11:52:00+00:00,['booter'],demand
would you purchase this e book how to run a shell booter to be honest i just think there are way to many booters here now everytimei go on the premuim sellers section i see booters for sale the ebook in all is a great idea but i just don't like to see booter after booter,2011-01-13 01:21:00+00:00,['booter'],supply
